day,month,year,hour,avg-temp,avg-humidity,avg-precip,avg-wind,avg-windir
1,1,2020,0,4.246015135135136,85.41834648648648,0.6592428813559322,1.936802857142857,237.33271214285716
1,1,2020,1,4.232718904109589,83.20834890410958,0.13125543859649122,2.0794497101449276,249.76806347826087
1,1,2020,2,4.1515379452054795,77.84520424657535,0.5067901754385965,1.9739785507246377,250.0894786956522
1,1,2020,3,4.183236164383562,76.1610190410959,0.33307896551724137,1.66738,225.45062507246377
1,1,2020,4,4.376414246575342,78.51573136986302,0.009079298245614036,1.2568368115942028,213.45064072463768
1,1,2020,5,4.489483424657534,84.21530698630137,0.3124856896551724,1.4251833333333332,208.8239579710145
1,1,2020,6,4.598618493150685,89.66193821917808,0.6618866666666666,1.5913457971014493,186.07589507246377
1,1,2020,7,5.041481216216217,90.70848027027027,0.28245224137931035,1.786401857142857,175.6372007142857
1,1,2020,8,5.772642162162162,88.82766756756757,0.044337457627118645,2.3365348571428575,174.12867300000002
1,1,2020,9,6.602296,83.79465053333334,0.6559791666666667,3.099552112676056,170.74053802816903
1,1,2020,10,7.6832389333333335,75.06993373333333,0.5928783606557377,4.579572535211268,147.42549859154929
1,1,2020,11,7.857563066666667,70.70396013333334,0.9833998360655737,5.201270704225352,158.880768028169
1,1,2020,12,7.715323333333334,67.9304584,0.9824168852459016,5.0543401408450706,150.43924957746478
1,1,2020,13,7.1341096,69.3665272,1.0464801639344263,4.591381830985916,150.36081591549296
1,1,2020,14,6.5757023684210525,70.454955,1.0092977049180327,4.520414305555556,163.24890541666664
1,1,2020,15,6.100106266666667,71.56033426666666,1.5607208196721312,4.068077605633802,175.21509366197185
1,1,2020,16,6.135140933333334,69.71912813333334,1.7078731147540984,4.352708309859155,177.16060028169017
1,1,2020,17,6.015133947368421,68.85417144736842,1.534432258064516,4.436233611111111,186.92318194444445
1,1,2020,18,5.3796352702702706,71.71842540540541,1.3915790000000001,5.005770285714285,168.38567271428573
1,1,2020,19,5.119764594594594,71.09010364864865,1.264658,5.094113571428571,174.15226428571427
1,1,2020,20,5.090080540540541,68.67361716216216,1.9248416666666666,4.586543000000001,172.0200322857143
1,1,2020,21,5.059175405405406,67.90166945945946,1.1614843333333333,4.2462092857142855,164.45084471428572
1,1,2020,22,4.773121095890411,75.84567616438356,0.5981470689655171,4.5549352173913045,165.82753710144928
1,1,2020,23,4.383895479452055,81.53638082191782,0.5065850000000001,4.324134782608695,179.51486710144928
2,1,2020,0,,,,,
2,1,2020,1,,,,,
2,1,2020,2,,,,,
2,1,2020,3,,,,,
2,1,2020,4,,,,,
2,1,2020,5,,,,,
2,1,2020,6,,,,,
2,1,2020,7,,,,,
2,1,2020,8,,,,,
2,1,2020,9,,,,,
2,1,2020,10,,,,,
2,1,2020,11,,,,,
2,1,2020,12,,,,,
2,1,2020,13,,,,,
2,1,2020,14,,,,,
2,1,2020,15,,,,,
2,1,2020,16,,,,,
2,1,2020,17,,,,,
2,1,2020,18,,,,,
2,1,2020,19,,,,,
2,1,2020,20,,,,,
2,1,2020,21,,,,,
2,1,2020,22,,,,,
2,1,2020,23,,,,,
3,1,2020,0,,,,,
3,1,2020,1,,,,,
3,1,2020,2,,,,,
3,1,2020,3,,,,,
3,1,2020,4,,,,,
3,1,2020,5,,,,,
3,1,2020,6,,,,,
3,1,2020,7,,,,,
3,1,2020,8,,,,,
3,1,2020,9,,,,,
3,1,2020,10,,,,,
3,1,2020,11,,,,,
3,1,2020,12,,,,,
3,1,2020,13,,,,,
3,1,2020,14,,,,,
3,1,2020,15,,,,,
3,1,2020,16,,,,,
3,1,2020,17,,,,,
3,1,2020,18,,,,,
3,1,2020,19,,,,,
3,1,2020,20,,,,,
3,1,2020,21,,,,,
3,1,2020,22,,,,,
3,1,2020,23,,,,,
4,1,2020,0,,,,,
4,1,2020,1,,,,,
4,1,2020,2,,,,,
4,1,2020,3,,,,,
4,1,2020,4,,,,,
4,1,2020,5,,,,,
4,1,2020,6,,,,,
4,1,2020,7,,,,,
4,1,2020,8,,,,,
4,1,2020,9,,,,,
4,1,2020,10,,,,,
4,1,2020,11,,,,,
4,1,2020,12,,,,,
4,1,2020,13,,,,,
4,1,2020,14,,,,,
4,1,2020,15,,,,,
4,1,2020,16,,,,,
4,1,2020,17,,,,,
4,1,2020,18,,,,,
4,1,2020,19,,,,,
4,1,2020,20,,,,,
4,1,2020,21,,,,,
4,1,2020,22,,,,,
4,1,2020,23,,,,,
5,1,2020,0,,,,,
5,1,2020,1,,,,,
